"","position","rank","name","lastName","uri","imageUri","worth","age","source","industry","gender","country","squareImage","worth_billions"
"1923",1923,1867,"Hemendra Kothari","Kothari","hemendra-kothari","hemendra-kothari",1200,71,"Financial Services","Finance and Investments","M","India","//specials-images.forbesimg.com/imageserve/5a7f246431358e4955ad18c8/416x416.jpg?background=000000&cropX1=1726&cropX2=2644&cropY1=453&cropY2=1370",1.2
"1924",1924,1867,"Eiichi Kuriwada","Kuriwada","eiichi-kuriwada","no-pic",1200,71,"package delivery","Logistics","M","Japan","//specials-images.forbesimg.com/imageserve/5a7fae69a7ea431690132f94/416x416.jpg?background=000000&cropX1=38&cropX2=2002&cropY1=660&cropY2=2625",1.2
"1925",1925,1867,"Guy Laliberté","Laliberté","guy-laliberte","guy-laliberte",1200,58,"Cirque du Soleil","Media & Entertainment","M","Canada","//specials-images.forbesimg.com/imageserve/5a7bab8031358e4955ace15c/416x416.jpg?background=000000&cropX1=9&cropX2=1950&cropY1=146&cropY2=2087",1.2
"1926",1926,1867,"Lee Hae-Jin","Lee","lee-hae-jin","lee-hae-jin",1200,50,"Internet","Technology","M","South Korea","//specials-images.forbesimg.com/imageserve/5a8105a7a7ea431690133fa7/416x416.jpg?background=000000&cropX1=1563&cropX2=4730&cropY1=7&cropY2=3171",1.2
"1927",1927,1867,"Michael Lee-Chin","Lee-Chin","michael-lee-chin","michael-lee-chin",1200,67,"mutual funds","Finance and Investments","M","Canada","//specials-images.forbesimg.com/imageserve/9e4f6675e2ba8919ad43e68506b785f3/416x416.jpg?background=000000&cropX1=0&cropX2=600&cropY1=51&cropY2=651",1.2
"1928",1928,1867,"Li Guangyu","Li","li-guangyu","no-pic",1200,54,"education","Service","M","China",NA,1.2
"1929",1929,1867,"Li Jun","Li","li-jun","no-pic",1200,53,"electronics","Manufacturing","M","China",NA,1.2
"1930",1930,1867,"Li Rucheng","Li","li-rucheng","li-rucheng",1200,66,"apparel","Fashion & Retail","M","China","//specials-images.forbesimg.com/imageserve/5a7cca7631358e4955acf926/416x416.jpg?background=000000&cropX1=1354&cropX2=3459&cropY1=5&cropY2=2108",1.2
"1931",1931,1867,"Li Xuhui","Li","li-xuhui","no-pic-female",1200,49,"soy sauce maker","Food and Beverage","F","China",NA,1.2
"1932",1932,1867,"Lim Wee Chai","Lim","lim-wee-chai","lim-wee-chai",1200,60,"rubber gloves","Manufacturing","M","Malaysia","//specials-images.forbesimg.com/imageserve/5a7fc65131358e4955ad21ba/416x416.jpg?background=000000&cropX1=394&cropX2=2325&cropY1=17&cropY2=1947",1.2
"1933",1933,1867,"Liu Jiang","Liu","liu-jiang-1","no-pic",1200,50,"gas","Energy","M","China",NA,1.2
"1934",1934,1867,"Liu Xuejing","Liu","liu-xuejing","liu-xuejing",1200,67,"copper, poultry","Diversified","M","China","//specials-images.forbesimg.com/imageserve/5a7cdbe9a7ea431690130bc1/416x416.jpg?background=000000&cropX1=269&cropX2=1703&cropY1=0&cropY2=1434",1.2
"1935",1935,1867,"Liu Zhenguo","Liu","liu-zhenguo","no-pic",1200,53,"sewage treatment","Service","M","China",NA,1.2
"1936",1936,1867,"Lo Ka Shui","Lo","lo-ka-shui","lo-ka-shui",1200,71,"real estate","Real Estate","M","Hong Kong","//specials-images.forbesimg.com/imageserve/5a5e2cfe4bbe6f2652f2a738/416x416.jpg?background=000000&cropX1=268&cropX2=2048&cropY1=492&cropY2=2274",1.2
"1937",1937,1867,"Lo Siu-tong","Lo","lo-siu-tong","lo-siu-tong",1200,87,"real estate, hotels","Real Estate","M","Hong Kong","//specials-images.forbesimg.com/imageserve/568bb227e4b0ffa7afe8b57d/416x416.jpg?background=000000&cropX1=60&cropX2=661&cropY1=3&cropY2=604",1.2
"1938",1938,1867,"Tobi Lutke","Lutke","tobi-lutke","no-pic",1200,37,"e-commerce","Technology","M","Canada","//specials-images.forbesimg.com/imageserve/5a8ca9c731358e4955ade3d8/416x416.jpg?background=000000&cropX1=1243&cropX2=4894&cropY1=0&cropY2=3648",1.2
"1939",1939,1867,"Ma Yunsheng","Ma","ma-yunsheng","no-pic",1200,55,"energy","Diversified","M","China","//specials-images.forbesimg.com/imageserve/589d2dde31358e1a35ab0bd8/416x416.jpg?background=000000&cropX1=8&cropX2=723&cropY1=0&cropY2=715",1.2
"1940",1940,1867,"Ziyavudin Magomedov","Magomedov","ziyavudin-magomedov","no-pic",1200,49,"port, gas","Energy","M","Russia","//specials-images.forbesimg.com/imageserve/5a80cb44a7ea431690133d1b/416x416.jpg?background=000000&cropX1=816&cropX2=3885&cropY1=0&cropY2=3066",1.2
"1941",1941,1867,"Ana Maria Marcondes Penido Sant'Anna","Marcondes Penido Sant'Anna","ana-maria-marcondes-penido-santanna","no-pic-female",1200,62,"toll roads","Construction & Engineering","F","Brazil",NA,1.2
"1942",1942,1867,"Terence (Terry) Matthews","Matthews","terence-terry-matthews","no-pic",1200,74,"telecom","Telecom","M","Canada","//specials-images.forbesimg.com/imageserve/5a7bb412a7ea43169012f2ef/416x416.jpg?background=000000&cropX1=906&cropX2=3156&cropY1=583&cropY2=2832",1.2
"1943",1943,1867,"Gail Miller","Miller","gail-miller","gail-miller",1200,74,"basketball, car dealers","Automotive","F","United States","//specials-images.forbesimg.com/imageserve/5a9097a931358e79a28a1fdd/416x416.jpg?background=000000&cropX1=1311&cropX2=2355&cropY1=550&cropY2=1593",1.2
"1944",1944,1867,"Andrei Molchanov","Molchanov","andrei-molchanov","andrei-molchanov",1200,46,"construction materials","Construction & Engineering","M","Russia","//specials-images.forbesimg.com/imageserve/5a8092b7a7ea4316901339f7/416x416.jpg?background=000000&cropX1=155&cropX2=1168&cropY1=263&cropY2=1276",1.2
"1945",1945,1867,"Ni Zhaoxing","Ni","ni-zhaoxing","ni-zhaoxing",1200,62,"real estate","Real Estate","M","China","//specials-images.forbesimg.com/imageserve/43372ee8b6ecf8e8d8264ccff8e54710/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=230&cropY2=974",1.2
"1946",1946,1867,"Kentaro Ogawa","Ogawa","kentaro-ogawa","kentaro-ogawa",1200,69,"restaurants","Food and Beverage","M","Japan","//specials-images.forbesimg.com/imageserve/2f6b62df9e9d5ba4a9b69c45cbb17fc7/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=5&cropY2=746",1.2
"1947",1947,1867,"Erik Paulsson","Paulsson","erik-paulsson","no-pic",1200,76,"construction, real estate","Real Estate","M","Sweden","//specials-images.forbesimg.com/imageserve/5a811bdb31358e4955ad30e2/416x416.jpg?background=000000&cropX1=0&cropX2=1918&cropY1=8&cropY2=1927",1.2
"1948",1948,1867,"Peng Hao","Peng","peng-hao","no-pic",1200,50,"electronics","Manufacturing","M","China",NA,1.2
"1949",1949,1867,"Stefan Pierer","Pierer","stefan-pierer","stefan-pierer",1200,61,"automotive","Automotive","M","Austria","//specials-images.forbesimg.com/imageserve/5a7c6e22a7ea43169012fdf4/416x416.jpg?background=000000&cropX1=139&cropX2=911&cropY1=117&cropY2=890",1.2
"1950",1950,1867,"Michael Price","Price","michael-price","michael-price",1200,65,"investments","Finance and Investments","M","United States",NA,1.2
"1951",1951,1867,"Clayton Riddell","Riddell","clayton-riddell","no-pic",1200,80,"oil & gas","Energy","M","Canada","//specials-images.forbesimg.com/imageserve/5a7ba5b1a7ea43169012f1a8/416x416.jpg?background=000000&cropX1=99&cropX2=758&cropY1=97&cropY2=757",1.2
"1952",1952,1867,"Boris Rotenberg","Rotenberg","boris-rotenberg","boris-rotenberg",1200,61,"construction, pipes, chemicals","Construction & Engineering","M","Russia","//specials-images.forbesimg.com/imageserve/5a80a1794bbe6f2652f53e24/416x416.jpg?background=000000&cropX1=156&cropX2=1338&cropY1=25&cropY2=1207",1.2
"1953",1953,1867,"Igor Rybakov","Rybakov","igor-rybakov","no-pic",1200,45,"building materials","Manufacturing","M","Russia","//specials-images.forbesimg.com/imageserve/5a80a91631358e4955ad2b41/416x416.jpg?background=000000&cropX1=65&cropX2=2805&cropY1=18&cropY2=2757",1.2
"1954",1954,1867,"Stephen Saad","Saad","stephen-saad","stephen-saad",1200,53,"pharmaceuticals","Healthcare","M","South Africa","//specials-images.forbesimg.com/imageserve/5a80fed231358e4955ad2f28/416x416.jpg?background=000000&cropX1=319&cropX2=2064&cropY1=6&cropY2=1750",1.2
"1955",1955,1867,"K. Rai Sahi","Sahi","k-rai-sahi","k-rai-sahi",1200,71,"real estate","Real Estate","M","Canada","//specials-images.forbesimg.com/imageserve/5a7baf1431358e4955ace200/416x416.jpg?background=000000&cropX1=2&cropX2=704&cropY1=0&cropY2=702",1.2
"1956",1956,1867,"Airat Shaimiev","Shaimiev","airat-shaimiev","airat-shaimiev",1200,56,"refinery, chemicals","Energy","M","Russia","//specials-images.forbesimg.com/imageserve/c7fdc1b03060abf8c5b1b48d4ead44e5/416x416.jpg?background=000000&cropX1=3&cropX2=744&cropY1=89&cropY2=830",1.2
"1957",1957,1867,"Radik Shaimiev","Shaimiev","radik-shaimiev","radik-shaimiev",1200,53,"refinery, chemicals","Energy","M","Russia","//specials-images.forbesimg.com/imageserve/87610e924802aeeaed879067d5de2b4d/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=127&cropY2=871",1.2
"1958",1958,1867,"Shang Jiyong","Shang","shang-jiyong","no-pic",1200,50,"tires, chemicals","Diversified","M","China",NA,1.2
"1959",1959,1867,"Mikhail Shelkov","Shelkov","mikhail-shelkov","no-pic",1200,49,"titanium","Metals & Mining","M","Russia",NA,1.2
"1960",1960,1867,"S.D. Shibulal","Shibulal","sd-shibulal","sd-shibulal",1200,63,"software services","Technology","M","India","//specials-images.forbesimg.com/imageserve/5a7f4dfba7ea431690132b99/416x416.jpg?background=000000&cropX1=766&cropX2=3614&cropY1=0&cropY2=2848",1.2
"1961",1961,1867,"Ron Sim","Sim","ron-sim","ron-sim",1200,59,"retail","Fashion & Retail","M","Singapore","//specials-images.forbesimg.com/imageserve/596e819b31358e4463b76550/416x416.jpg?background=000000&cropX1=338&cropX2=1627&cropY1=314&cropY2=1604",1.2
"1962",1962,1867,"Leonid Simanovsky","Simanovsky","leonid-simanovsky","leonid-simanovsky",1200,68,"investments","Finance and Investments","M","Russia","//specials-images.forbesimg.com/imageserve/5a80ab7731358e4955ad2b80/416x416.jpg?background=000000&cropX1=8&cropX2=1288&cropY1=8&cropY2=1288",1.2
"1963",1963,1867,"Basudeo Singh","Singh","basudeo-singh","no-pic",1200,77,"pharmaceuticals","Healthcare","M","India",NA,1.2
"1964",1964,1867,"Samprada Singh","Singh","samprada-singh-1","no-pic",1200,92,"pharmaceuticals","Healthcare","M","India",NA,1.2
"1965",1965,1867,"Terry Snow","Snow","terry-snow","terry-snow",1200,74,"airports, real estate","Real Estate","M","Australia","//specials-images.forbesimg.com/imageserve/5a7b64b8a7ea43169012ec4c/416x416.jpg?background=000000&cropX1=778&cropX2=4339&cropY1=0&cropY2=3559",1.2
"1966",1966,1867,"Lynsi Snyder","Snyder","lynsi-snyder","no-pic-female",1200,35,"In-N-Out Burger","Food and Beverage","F","United States","//specials-images.forbesimg.com/imageserve/5a90ab0ca7ea434a0c2723ae/416x416.jpg?background=000000&cropX1=519&cropX2=2405&cropY1=103&cropY2=1988",1.2
"1967",1967,1867,"Sybill Storz","Storz","sybill-storz","no-pic-female",1200,80,"medical devices","Healthcare","F","Germany","//specials-images.forbesimg.com/imageserve/5a7e4f9431358e4955ad1374/416x416.jpg?background=000000&cropX1=7&cropX2=1396&cropY1=43&cropY2=1432",1.2
"1968",1968,1867,"Harjo Sutanto","Sutanto","harjo-sutanto","no-pic",1200,91,"consumer goods","Fashion & Retail","M","Indonesia",NA,1.2
"1969",1969,1867,"Yoshikazu Tanaka","Tanaka","yoshikazu-tanaka","yoshikazu-tanaka",1200,41,"social network","Technology","M","Japan","//specials-images.forbesimg.com/imageserve/5a7fba3d31358e4955ad206f/416x416.jpg?background=000000&cropX1=377&cropX2=3040&cropY1=0&cropY2=2662",1.2
"1970",1970,1867,"Mehmet Sinan Tara","Tara","mehmet-sinan-tara","mehmet-sinan-tara",1200,59,"construction","Construction & Engineering","M","Turkey","//specials-images.forbesimg.com/imageserve/58b7569ba7ea431f321a6ff9/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=39&cropY2=783",1.2
"1971",1971,1867,"Rit Thirakomen","Thirakomen","rit-thirakomen-1","no-pic",1200,66,"restaurants","Food and Beverage","M","Thailand",NA,1.2
"1972",1972,1867,"Tian Ming","Tian","tian-ming","no-pic",1200,64,"measuring instruments","Technology","M","China",NA,1.2
"1973",1973,1867,"Ion Tiriac","Tiriac","ion-tiriac","ion-tiriac",1200,78,"banking, insurance","Finance and Investments","M","Romania","//specials-images.forbesimg.com/imageserve/5a8072a931358e4955ad284f/416x416.jpg?background=000000&cropX1=335&cropX2=3162&cropY1=293&cropY2=3122",1.2
"1974",1974,1867,"Ivar Erik Tollefsen","Tollefsen","ivar-erik-tollefsen","no-pic",1200,56,"Real estate","Real Estate","M","Norway",NA,1.2
"1975",1975,1867,"Mustafa Latif Topbas","Topbas","mustafa-latif-topbas","no-pic",1200,73,"food, retail","Fashion & Retail","M","Turkey","//specials-images.forbesimg.com/imageserve/58b74d7131358e1a35ac50b5/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=2&cropY2=746",1.2
"1976",1976,1867,"Thomas Tull","Tull","thomas-tull","thomas-tull",1200,47,"movies","Media & Entertainment","M","United States",NA,1.2
"1977",1977,1867,"John Van Lieshout","Van Lieshout","john-van-lieshout","john-van-lieshout",1200,72,"real estate","Real Estate","M","Australia","//specials-images.forbesimg.com/imageserve/bd62883aa051b1ecc30903dba76ec157/416x416.jpg?background=000000&cropX1=219&cropX2=636&cropY1=245&cropY2=662",1.2
"1978",1978,1867,"Wang Han","Wang","wang-han","no-pic",1200,30,"airline","Diversified","M","China",NA,1.2
"1979",1979,1867,"Wang Junjin","Wang","wang-junjin","wang-junjin",1200,49,"airline","Service","M","China","//specials-images.forbesimg.com/imageserve/56c74c69e4b062f6b59a1c03/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=2&cropY2=746",1.2
"1980",1980,1867,"Wang Wenbiao","Wang","wang-wenbiao","wang-wenbiao",1200,61,"natural gas, fertilizers","Manufacturing","M","China","//specials-images.forbesimg.com/imageserve/5a875c0f4bbe6f2652f5cbc2/416x416.jpg?background=000000&cropX1=513&cropX2=2757&cropY1=182&cropY2=2424",1.2
"1981",1981,1867,"Alfred West, Jr.","West","alfred-west-jr","no-pic",1200,75,"money management","Finance and Investments","M","United States",NA,1.2
"1982",1982,1867,"Wu Daohong","Wu","wu-daohong","no-pic",1200,52,"energy services","Energy","M","China","//specials-images.forbesimg.com/imageserve/5a7d0a5331358e4955acfd18/416x416.jpg?background=000000&cropX1=167&cropX2=2744&cropY1=6&cropY2=2584",1.2
"1983",1983,1867,"Wu Yiling","Wu","wu-yiling","wu-yiling",1200,68,"pharmaceuticals","Healthcare","M","China","//specials-images.forbesimg.com/imageserve/52fe6d2bf24e45432177784f7e1b8666/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=66&cropY2=810",1.2
"1984",1984,1867,"Xiu Laigui","Xiu","xiu-laigui","xiu-laigui",1200,63,"pharmaceuticals","Healthcare","M","China","//specials-images.forbesimg.com/imageserve/5a7d1414a7ea431690130e10/416x416.jpg?background=000000&cropX1=11&cropX2=2402&cropY1=394&cropY2=2784",1.2
"1985",1985,1867,"Xu Xiong","Xu","xu-xiong","no-pic",1200,46,"driving schools","Service","M","China","//specials-images.forbesimg.com/imageserve/5a7d167b31358e4955acfd3d/416x416.jpg?background=000000&cropX1=960&cropX2=2115&cropY1=606&cropY2=1762",1.2
"1986",1986,1867,"Xu Xudong","Xu","xu-xudong","no-pic",1200,48,"auto parts","Automotive","M","China",NA,1.2
"1987",1987,1867,"Xue Hua","Xue","xue-hua","no-pic",1200,48,"Agribusiness","Manufacturing","M","China",NA,1.2
"1988",1988,1867,"Vadim Yakunin","Yakunin","vadim-yakunin","no-pic",1200,55,"pharmacy","Healthcare","M","Russia","//specials-images.forbesimg.com/imageserve/58a272a9a7ea431f32197514/416x416.jpg?background=000000&cropX1=72&cropX2=744&cropY1=84&cropY2=756",1.2
"1989",1989,1867,"Yan Yude","Yan","yan-yude","no-pic",1200,57,"private schools","Service","M","China",NA,1.2
"1990",1990,1867,"Yang Keng","Yang","yang-keng","yang-keng",1200,57,"real estate","Real Estate","M","China","//specials-images.forbesimg.com/imageserve/56c74e35e4b062f6b59a1c11/416x416.jpg?background=000000&cropX1=43&cropX2=694&cropY1=139&cropY2=790",1.2
"1991",1991,1867,"Yang Shaopeng","Yang","yang-shaopeng","no-pic",1200,60,"Shipping","Logistics","M","China","//specials-images.forbesimg.com/imageserve/5a875cf5a7ea43169013b8e5/416x416.jpg?background=000000&cropX1=394&cropX2=2762&cropY1=290&cropY2=2656",1.2
"1992",1992,1867,"Zhang Cheng Fei","Zhang","zhang-cheng-fei","no-pic",1200,50,"paper & related products","Manufacturing","M","China","//specials-images.forbesimg.com/imageserve/5a7d201f31358e4955acfda0/416x416.jpg?background=000000&cropX1=16&cropX2=645&cropY1=127&cropY2=756",1.2
"1993",1993,1867,"Zhang Jingzhang","Zhang","zhang-jingzhang","no-pic",1200,82,"precision machinery","Manufacturing","M","China",NA,1.2
"1994",1994,1867,"Zhang Keqiang","Zhang","zhang-keqiang","zhang-keqiang",1200,57,"real estate","Real Estate","M","China","//specials-images.forbesimg.com/imageserve/5865576ab60b0bfe8025d6b4b7d9f65f/416x416.jpg?background=000000&cropX1=2&cropX2=744&cropY1=50&cropY2=793",1.2
"1995",1995,1867,"Zhang Xuanning","Zhang","zhang-xuanning","no-pic",1200,47,"retail","Fashion & Retail","M","China",NA,1.2
"1996",1996,1867,"Zhang Zhangsun","Zhang","zhang-zhangsun","zhang-zhangsun",1200,61,"real estate","Real Estate","M","China","//specials-images.forbesimg.com/imageserve/d1c69bd9f67afdb1778c9bb7d0975966/416x416.jpg?background=000000&cropX1=188&cropX2=615&cropY1=114&cropY2=541",1.2
"1997",1997,1867,"Zhou Bajin","Zhou","zhou-bajin","no-pic",1200,82,"auto parts","Manufacturing","M","China",NA,1.2
"1998",1998,1867,"Zhou Wenyu","Zhou","zhou-wenyu","no-pic",1200,53,"real estate","Real Estate","M","China",NA,1.2
"1999",1999,1999,"William Ackman","Ackman","william-ackman","william-ackman",1100,51,"hedge funds","Finance and Investments","M","United States","//specials-images.forbesimg.com/imageserve/5a9090b4a7ea434a0c2721c1/416x416.jpg?background=000000&cropX1=1835&cropX2=2934&cropY1=500&cropY2=1599",1.1
"2000",2000,1999,"Soegiarto Adikoesoemo","Adikoesoemo","soegiarto-adikoesoemo","soegiarto-adikoesoemo",1100,79,"chemicals","Logistics","M","Indonesia","//specials-images.forbesimg.com/imageserve/5a19b57ba7ea432f2e740203/416x416.jpg?background=000000&cropX1=237&cropX2=1329&cropY1=112&cropY2=1205",1.1
"2001",2001,1999,"Ali Ibrahim Agaoglu","Agaoglu","ali-ibrahim-agaoglu","ali-ibrahim-agaoglu",1100,64,"construction","Construction & Engineering","M","Turkey","//specials-images.forbesimg.com/imageserve/5a70d26431358e4955ac09ff/416x416.jpg?background=000000&cropX1=0&cropX2=481&cropY1=44&cropY2=525",1.1
"2002",2002,1999,"Hamdi Akin","Akin","hamdi-akin","no-pic",1100,63,"diversified","Diversified","M","Turkey","//specials-images.forbesimg.com/imageserve/5a8149384bbe6f2652f5475b/416x416.jpg?background=000000&cropX1=1326&cropX2=2354&cropY1=303&cropY2=1330",1.1
"2003",2003,1999,"Chirayu Amin","Amin","chirayu-amin","chirayu-amin",1100,71,"pharmaceuticals","Healthcare","M","India","//specials-images.forbesimg.com/imageserve/5a7f1762a7ea431690132912/416x416.jpg?background=000000&cropX1=4&cropX2=2251&cropY1=13&cropY2=2258",1.1
"2004",2004,1999,"Mehmet Aydinlar","Aydinlar","mehmet-aydinlar","mehmet-aydinlar",1100,61,"hospitals","Healthcare","M","Turkey","//specials-images.forbesimg.com/imageserve/58a3af7d31358e1a35ab6510/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=301&cropY2=1045",1.1
"2005",2005,1999,"Emanuella Barilla","Barilla","emanuella-barilla","no-pic-female",1100,51,"Barilla pasta","Food and Beverage","F","Italy",NA,1.1
"2006",2006,1999,"Guido Barilla","Barilla","guido-barilla","guido-barilla",1100,59,"Barilla pasta","Food and Beverage","M","Italy","//specials-images.forbesimg.com/imageserve/5a7f913031358e4955ad1e09/416x416.jpg?background=000000&cropX1=1812&cropX2=4410&cropY1=14&cropY2=2611",1.1
"2007",2007,1999,"Luca Barilla","Barilla","luca-barilla","luca-barilla",1100,58,"Barilla pasta","Food and Beverage","M","Italy","//specials-images.forbesimg.com/imageserve/5a7f95bd4bbe6f2652f533b5/416x416.jpg?background=000000&cropX1=218&cropX2=3499&cropY1=0&cropY2=3280",1.1
"2008",2008,1999,"Paolo Barilla","Barilla","paolo-barilla","paolo-barilla",1100,56,"Barilla pasta","Food and Beverage","M","Italy","//specials-images.forbesimg.com/imageserve/5a7f9c4b31358e4955ad1e84/416x416.jpg?background=000000&cropX1=1162&cropX2=3786&cropY1=6&cropY2=2629",1.1
"2009",2009,1999,"Mehmet Rustu Basaran","Basaran","mehmet-rustu-basaran","mehmet-rustu-basaran",1100,71,"banking, gas","Energy","M","Turkey","//specials-images.forbesimg.com/imageserve/38f6493ead1647157fbdfeecfdc0a6d3/416x416.jpg?background=000000&cropX1=1&cropX2=600&cropY1=14&cropY2=613",1.1
"2010",2010,1999,"J. Hyatt Brown","Brown","j-hyatt-brown","no-pic",1100,80,"insurance","Finance and Investments","M","United States",NA,1.1
"2011",2011,1999,"Bu Yang","Bu","bu-yang","no-pic-female",1100,0,"retail","Fashion & Retail","F","China",NA,1.1
"2012",2012,1999,"Hideyuki Busujima","Busujima","hideyuki-busujima","no-pic",1100,65,"pachinko machines","Gambling & Casinos","M","Japan",NA,1.1
"2013",2013,1999,"Cai Rongjun","Cai","cai-rongjun","no-pic",1100,45,"electronic components","Technology","M","China",NA,1.1
"2014",2014,1999,"Cai Xiaoru","Cai","cai-xiaoru","no-pic",1100,38,"electronic components","Technology","M","China",NA,1.1
"2015",2015,1999,"Delfin Jorge Ezequiel Carballo","Carballo","delfin-jorge-ezequiel-carballo","no-pic",1100,65,"banking","Finance and Investments","M","Argentina",NA,1.1
"2016",2016,1999,"Chen Jinshi","Chen","chen-jinshi","chen-jinshi",1100,55,"construction, real estate","Real Estate","M","China",NA,1.1
"2017",2017,1999,"Chen Qixing","Chen","chen-qixing","no-pic",1100,58,"electronics components","Technology","M","China",NA,1.1
"2018",2018,1999,"Chen Shiliang","Chen","chen-shiliang","no-pic",1100,54,"polyester","Manufacturing","M","China",NA,1.1
"2019",2019,1999,"Chen Xiaxin","Chen","chen-xiaxin","no-pic",1100,55,"industrial machinery","Diversified","M","China",NA,1.1
"2020",2020,1999,"Manas Chiaravanond","Chiaravanond","manas-chiaravanond","no-pic",1100,0,"diversified","Diversified","M","Thailand",NA,1.1
"2021",2021,1999,"Yupa Chiaravanond","Chiaravanond","yupa-chiaravanond","no-pic-female",1100,0,"diversified","Diversified","F","Thailand",NA,1.1
"2022",2022,1999,"Prathip Chiravanond","Chiravanond","prathip-chiravanond","no-pic",1100,0,"diversified","Diversified","M","Thailand",NA,1.1
"2023",2023,1999,"Gustavo Cisneros","Cisneros","gustavo-cisneros","gustavo-cisneros",1100,72,"media","Media & Entertainment","M","Venezuela","//specials-images.forbesimg.com/imageserve/5a8136e6a7ea431690134190/416x416.jpg?background=000000&cropX1=244&cropX2=2233&cropY1=9&cropY2=1996",1.1
"2024",2024,1999,"Sandor Csanyi","Csanyi","sandor-csanyi","no-pic",1100,64,"finance, real estate","Diversified","M","Hungary","//specials-images.forbesimg.com/imageserve/5a821571a7ea431690135807/416x416.jpg?background=000000&cropX1=544&cropX2=2425&cropY1=120&cropY2=2000",1.1
"2025",2025,1999,"Cui Lijie","Cui","cui-lijie","no-pic-female",1100,59,"gambling","Gambling & Casinos","F","Hong Kong","//specials-images.forbesimg.com/imageserve/590cb1d24bbe6f09a17a72d2/416x416.jpg?background=000000&cropX1=1189&cropX2=3189&cropY1=140&cropY2=2140",1.1
"2026",2026,1999,"Dang Yanbao","Dang","dang-yanbao","no-pic",1100,45,"coal","Metals & Mining","M","China",NA,1.1
"2027",2027,1999,"Bharat Desai","Desai","bharat-desai","bharat-desai",1100,65,"IT consulting","Technology","M","United States","//specials-images.forbesimg.com/imageserve/73371aed5d8a47d09f73069801fb7c45/416x416.jpg?background=000000&cropX1=206&cropX2=522&cropY1=60&cropY2=375",1.1
"2028",2028,1999,"Joseph Edelman","Edelman","joseph-edelman","no-pic",1100,62,"hedge funds","Finance and Investments","M","United States",NA,1.1
"2029",2029,1999,"Wolfgang Egger","Egger","wolfgang-egger","no-pic",1100,0,"real estate","Real Estate","M","Germany","//specials-images.forbesimg.com/imageserve/5a7e5efca7ea4316901324f2/416x416.jpg?background=000000&cropX1=1173&cropX2=3727&cropY1=280&cropY2=2832",1.1
"2030",2030,1999,"Andrei Filatov","Filatov","andrei-filatov","andrei-filatov",1100,46,"ports, railway transport","Logistics","M","Russia","//specials-images.forbesimg.com/imageserve/5a8094b44bbe6f2652f53d5f/416x416.jpg?background=000000&cropX1=1067&cropX2=3230&cropY1=129&cropY2=2291",1.1
"2031",2031,1999,"Paul Fireman","Fireman","paul-fireman","no-pic",1100,74,"Reebok","Fashion & Retail","M","United States","//specials-images.forbesimg.com/imageserve/5a90acd04bbe6f0fa8266b77/416x416.jpg?background=000000&cropX1=810&cropX2=1341&cropY1=390&cropY2=921",1.1
"2032",2032,1999,"J. Christopher Flowers","Flowers","j-christopher-flowers","no-pic",1100,60,"investments","Finance and Investments","M","United States",NA,1.1
"2033",2033,1999,"Fu Kwan","Fu","fu-kwan","fu-kwan",1100,60,"real estate, diversified","Diversified","M","China","//specials-images.forbesimg.com/imageserve/562a69d7e4b0ffa7afe6323f/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=50&cropY2=794",1.1
"2034",2034,1999,"Sheela Gautam","Gautam","sheela-gautam","no-pic-female",1100,86,"mattresses","Fashion & Retail","F","India",NA,1.1
"2035",2035,1999,"Drew Houston","Houston","drew-houston","drew-houston",1100,35,"Dropbox","Technology","M","United States","//specials-images.forbesimg.com/imageserve/5a90974e31358e79a28a1fc5/416x416.jpg?background=000000&cropX1=1166&cropX2=3229&cropY1=377&cropY2=2439",1.1
"2036",2036,1999,"Huang Shilin","Huang","huang-shilin","no-pic",1100,51,"storage batteries","Energy","M","China",NA,1.1
"2037",2037,1999,"Huang Wen Tsai","Huang","huang-wen-tsai","huang-wen-tsai",1100,64,"real estate","Real Estate","M","China","//specials-images.forbesimg.com/imageserve/589d034331358e1a35ab0a6c/416x416.jpg?background=000000&cropX1=63&cropX2=656&cropY1=176&cropY2=769",1.1
"2038",2038,1999,"Mohammed Ibrahim","Ibrahim","mohammed-ibrahim","mohammed-ibrahim",1100,71,"communications","Telecom","M","United Kingdom","//specials-images.forbesimg.com/imageserve/5a815f55a7ea4316901342b3/416x416.jpg?background=000000&cropX1=389&cropX2=3040&cropY1=6&cropY2=2656",1.1
"2039",2039,1999,"Hiroshi Ishibashi","Ishibashi","hiroshi-ishibashi","hiroshi-ishibashi",1100,71,"tires","Automotive","M","Japan","//specials-images.forbesimg.com/imageserve/551ad26fe4b0ffa93fd26764/416x416.jpg?background=000000&cropX1=0&cropX2=744&cropY1=0&cropY2=744",1.1
